cdk,district_name,year,geometry_ref,area_sqkm
OD_balaso_1971,Balasore,1971,OD_balaso_1971_geometry,0.0
GJ_surat_1961,Surat,2001,GJ_surat_1961_geometry,0.0
AP_visakh_1961,Visakhapatnam,1961,AP_visakh_1961_geometry,0.0
BR_araria_1991,Araria,1991,BR_araria_1991_geometry,0.0
UP_amethi_2024,Amethi,2024,UP_amethi_2024_geometry,0.0
UP_gorakh_1981,Gorakhpur,1981,UP_gorakh_1981_geometry,0.0
AS_hailak_1991,Hailakandi,1991,AS_hailak_1991_geometry,0.0
KL_kozhik_1961,Kozhikode,1961,KL_kozhik_1961_geometry,0.0
AS_udalgu_2011,Udalguri,2011,AS_udalgu_2011_geometry,0.0
BR_nawada_1981,Nawadah,1991,BR_nawada_1981_geometry,0.0
TN_chenga_1951,Kancheepuram,2011,TN_chenga_1951_geometry,0.0
CG_durg_1971,Durg,2011,CG_durg_1971_geometry,0.0
TN_tiruch_1971,Tiruchirappalli,2011,TN_tiruch_1971_geometry,0.0
BR_gaya_1971,Gaya,1981,BR_gaya_1971_geometry,0.0
KA_gadag_2001,Gadag,2001,KA_gadag_2001_geometry,0.0
MN_churac_1991,Churachandpur,2011,MN_churac_1991_geometry,0.0
GJ_panchm_1951,Panchmahals,1961,GJ_panchm_1951_geometry,0.0
JK_shupiy_2011,Shupiyan,2011,JK_shupiy_2011_geometry,0.0
BR_saran_1971,Saran,1971,BR_saran_1971_geometry,0.0
OD_balesh_1981,Baleshwar,1991,OD_balesh_1981_geometry,0.0
KA_kolar_2001,Kolar,2001,KA_kolar_2001_geometry,0.0
AR_changl_1991,Changlang,1991,AR_changl_1991_geometry,0.0
CG_bastar_1991,Bastar,2011,CG_bastar_1991_geometry,0.0
JK_kupwar_1981,Kupwara,1981,JK_kupwar_1981_geometry,0.0
TN_nilgir_1951,Nilgiris,1971,TN_nilgir_1951_geometry,0.0
SK_northd_1981,North District,1991,SK_northd_1981_geometry,0.0
GJ_patan_2001,Patan,2001,GJ_patan_2001_geometry,0.0
RJ_kota_1951,Kota,1991,RJ_kota_1951_geometry,0.0
TN_tenkas_2024,Tenkasi,2024,TN_tenkas_2024_geometry,0.0
BR_sheoha_2001,Sheohar,2001,BR_sheoha_2001_geometry,0.0
JH_hazari_1971,Hazaribag,1991,JH_hazari_1971_geometry,0.0
JH_lateha_2011,Latehar,2011,JH_lateha_2011_geometry,0.0
JH_santha_1971,Santal Parganas,1971,JH_santha_1971_geometry,0.0
BR_bhojpu_1981,Bhojpur,1991,BR_bhojpu_1981_geometry,0.0
KL_thriss_1951,Thrissur,1991,KL_thriss_1951_geometry,0.0
TN_dindig_1991,Dindigul Anna,1991,TN_dindig_1991_geometry,0.0
HR_hisar_1951,Hisar,1971,HR_hisar_1951_geometry,0.0
MH_aurang_1981,Aurangabad,1981,MH_aurang_1981_geometry,0.0
KL_palgha_1961,Palghat,1961,KL_palgha_1961_geometry,0.0
ML_westga_1981,West Garo Hills,1991,ML_westga_1981_geometry,0.0
HR_mahend_1951,Mahendragarh,1981,HR_mahend_1951_geometry,0.0
AR_uppers_1981,Upper Siang,2001,AR_uppers_1981_geometry,0.0
AS_kamrup_1981,Kamrup,1981,AS_kamrup_1981_geometry,0.0
AP_annama_2024,Annamayya,2024,AP_annama_2024_geometry,0.0
GJ_bhavna_1951,Bhavnagar,2011,GJ_bhavna_1951_geometry,0.0
TN_kamara_1991,Kamarajar,1991,TN_kamara_1991_geometry,0.0
JH_pakur_2011,Pakur,2011,JH_pakur_2011_geometry,0.0
OD_korapu_1991,Koraput,1991,OD_korapu_1991_geometry,0.0
TG_siddip_2024,Siddipet,2024,TG_siddip_2024_geometry,0.0
MP_tikamg_2011,Tikamgarh,2011,MP_tikamg_2011_geometry,0.0
UP_baghpa_2001,Baghpat,2001,UP_baghpa_2001_geometry,0.0
GJ_ahmeda_1961,Ahmadabad,1971,GJ_ahmeda_1961_geometry,0.0
OD_malkan_2001,Malkangiri,2001,OD_malkan_2001_geometry,0.0
AS_nagaon_1981,Nagaon,2011,AS_nagaon_1981_geometry,0.0
MH_palgha_2024,Palghar,2024,MH_palgha_2024_geometry,0.0
AP_anakap_2024,Anakapalli,2024,AP_anakap_2024_geometry,0.0
OD_sambal_1991,Sambalpur,1991,OD_sambal_1991_geometry,0.0
JK_baramu_1961,Baramula,1971,JK_baramu_1961_geometry,0.0
MP_guna_1961,Guna,2001,MP_guna_1961_geometry,0.0
AR_tirap_1971,Tirap,2011,AR_tirap_1971_geometry,0.0
AP_tirupa_2024,Tirupati,2024,AP_tirupa_2024_geometry,0.0
ML_eastkh_1981,East Khasi Hills,1991,ML_eastkh_1981_geometry,0.0
GJ_bharuc_1961,Broach,1961,GJ_bharuc_1961_geometry,0.0
UK_pithor_1961,Pithoragarh,1991,UK_pithor_1961_geometry,0.0
CG_surajp_2024,Surajpur,2024,CG_surajp_2024_geometry,0.0
UK_champa_2001,Champawat,2001,UK_champa_2001_geometry,0.0
NL_tuensa_1951,Tuensang,2001,NL_tuensa_1951_geometry,0.0
AR_uppers_1981,Upper Subansiri,2011,AR_uppers_1981_geometry,0.0
UP_firoza_1991,Firozabad,1991,UP_firoza_1991_geometry,0.0
AS_karbia_1981,Karbi Anglong,2011,AS_karbia_1981_geometry,0.0
UK_pithor_1961,Pithoragarh,1961,UK_pithor_1961_geometry,0.0
UK_uttark_1961,Uttar Kashi,1961,UK_uttark_1961_geometry,0.0
BR_siwan_1981,Siwan,1981,BR_siwan_1981_geometry,0.0
UP_jhansi_1971,Jhansi,1971,UP_jhansi_1971_geometry,0.0
TR_northt_1971,North Tripura,1971,TR_northt_1971_geometry,0.0
JH_gumla_1991,Gumla,2001,JH_gumla_1991_geometry,0.0
BR_arwal_2011,Arwal,2011,BR_arwal_2011_geometry,0.0
AP_eluru_2024,Eluru,2024,AP_eluru_2024_geometry,0.0
MN_manipu_1951,Manipur Central,1981,MN_manipu_1951_geometry,0.0
TN_thanja_1951,Thanjavur,1971,TN_thanja_1951_geometry,0.0
PB_fatehg_1951,Fatehgarh Sahib,1951,PB_fatehg_1951_geometry,0.0
BR_madhep_1991,Madhepura,1991,BR_madhep_1991_geometry,0.0
WB_haora_1971,Howrah,1971,WB_haora_1971_geometry,0.0
ML_eastga_1981,East Garo Hills,1981,ML_eastga_1981_geometry,0.0
UP_morada_1991,Moradabad,1991,UP_morada_1991_geometry,0.0
PB_bhatin_1951,Bathinda,1991,PB_bhatin_1951_geometry,0.0
RJ_jalore_1951,Jalore,1951,RJ_jalore_1951_geometry,0.0
NL_chumou_2024,Chumoukedima,2024,NL_chumou_2024_geometry,0.0
MN_imphal_1991,Imphal East,2001,MN_imphal_1991_geometry,0.0
MP_dindor_2001,Dindori,2001,MP_dindor_2001_geometry,0.0
DL_southw_2001,South West,2011,DL_southw_2001_geometry,0.0
NL_phek_1981,Phek,1981,NL_phek_1981_geometry,0.0
KL_wayana_1981,Wayanad,1981,KL_wayana_1981_geometry,0.0
HP_mahasu_1951,Mahasu,1971,HP_mahasu_1951_geometry,0.0
UK_rudrap_2001,Rudraprayag,2001,UK_rudrap_2001_geometry,0.0
CG_bijapu_2011,Bijapur,2011,CG_bijapu_2011_geometry,0.0
OD_balesh_1981,Baleshwar,1981,OD_balesh_1981_geometry,0.0
BR_sahars_1981,Saharsa,1991,BR_sahars_1981_geometry,0.0
WB_medini_1951,Midnapur,1951,WB_medini_1951_geometry,0.0
UP_basti_1981,Basti,1991,UP_basti_1981_geometry,0.0
SK_southd_1981,South District,1991,SK_southd_1981_geometry,0.0
KA_ramana_2011,Ramanagara,2011,KA_ramana_2011_geometry,0.0
GJ_kheda_1961,Kheda,2011,GJ_kheda_1961_geometry,0.0
AP_nandya_2024,Nandyal,2024,AP_nandya_2024_geometry,0.0
BR_buxar_2001,Buxar,2001,BR_buxar_2001_geometry,0.0
AS_northc_1971,North Cachar Hills,1971,AS_northc_1971_geometry,0.0
CG_raipur_1991,Raipur,1991,CG_raipur_1991_geometry,0.0
CG_kabeer_2011,Kabeerdham,2011,CG_kabeer_2011_geometry,0.0
HP_sirmur_1951,Sirmoor,1951,HP_sirmur_1951_geometry,0.0
AR_westsi_1981,West Siang,1981,AR_westsi_1981_geometry,0.0
UP_bhadoh_2001,Sant Ravidas Nagar,2001,UP_bhadoh_2001_geometry,0.0
WB_paschi_2011,Paschim Medinipur,2011,WB_paschi_2011_geometry,0.0
UP_gautam_2001,Gautam Buddha Nagar,2001,UP_gautam_2001_geometry,0.0
TG_kumura_2024,Kumuram Bheem,2024,TG_kumura_2024_geometry,0.0
UK_chamol_1961,Chamoli,1991,UK_chamol_1961_geometry,0.0
TN_narcot_1981,North Arcot,1981,TN_narcot_1981_geometry,0.0
ML_westga_1981,West Garo Hills,1981,ML_westga_1981_geometry,0.0
BR_jamui_2001,Jamui,2001,BR_jamui_2001_geometry,0.0
MH_ahmedn_1951,Ahmadnagar,1961,MH_ahmedn_1951_geometry,0.0
DL_delhi_1991,Delhi,1991,DL_delhi_1991_geometry,0.0
AR_lowerd_2011,Lower Dibang Valley,2011,AR_lowerd_2011_geometry,0.0
TN_chenga_1951,Chengalpattu MGR,1991,TN_chenga_1951_geometry,0.0
MH_chandr_1961,Chanda,1961,MH_chandr_1961_geometry,0.0
MP_goona_1951,Goona,1951,MP_goona_1951_geometry,0.0
GJ_vadoda_1971,Vadodara,1971,GJ_vadoda_1971_geometry,0.0
TG_karimn_2011,Karimnagar,2011,TG_karimn_2011_geometry,0.0
AS_lakhim_1971,Lakhimpur,1981,AS_lakhim_1971_geometry,0.0
TN_nilgir_1951,The Nilgiris,2001,TN_nilgir_1951_geometry,0.0
CG_baloda_2024,Baloda Bazar,2024,CG_baloda_2024_geometry,0.0
PB_srimuk_2001,Muktsar,2001,PB_srimuk_2001_geometry,0.0
AP_kurnoo_1951,Kurnool,2011,AP_kurnoo_1951_geometry,0.0
BR_nawada_1981,Nawada,1981,BR_nawada_1981_geometry,0.0
NL_niulan_2024,Niuland,2024,NL_niulan_2024_geometry,0.0
BR_munger_1981,Munger,1981,BR_munger_1981_geometry,0.0
UK_uttark_1961,Uttarkashi,2001,UK_uttark_1961_geometry,0.0
JH_psingh_1981,Pashchimi Singhbhum,1991,JH_psingh_1981_geometry,0.0
BR_khagar_1991,Khagaria,1991,BR_khagar_1991_geometry,0.0
DL_newdel_2024,New Delhi,2024,DL_newdel_2024_geometry,0.0
AR_tirapf_1951,Tirap Frontier Tract,1951,AR_tirapf_1951_geometry,0.0
AP_eastgo_2011,East Godavari,2011,AP_eastgo_2011_geometry,0.0
AS_barpet_1991,Barpeta,1991,AS_barpet_1991_geometry,0.0
ML_eastkh_1981,East Khasi Hills,1981,ML_eastkh_1981_geometry,0.0
TG_jayash_2024,Jayashankar Bhupalpally,2024,TG_jayash_2024_geometry,0.0
PB_mohali_2011,Sahibzada Ajit Singh Nagar,2011,PB_mohali_2011_geometry,0.0
SK_mangan_2024,Mangan,2024,SK_mangan_2024_geometry,0.0
MH_mumbai_1951,Mumbai Suburban,2011,MH_mumbai_1951_geometry,0.0
MP_harda_2001,Harda,2001,MP_harda_2001_geometry,0.0
MN_tengno_1951,Tengnoupal,1981,MN_tengno_1951_geometry,0.0
JH_dumka_1991,Dumka,1991,JH_dumka_1991_geometry,0.0
JK_kargil_1981,Kargil,1981,JK_kargil_1981_geometry,0.0
UP_buland_1971,Bulandshahr,1991,UP_buland_1971_geometry,0.0
UK_nainit_1971,Nainital,1991,UK_nainit_1971_geometry,0.0
MZ_aizawl_1981,Aizawl,1991,MZ_aizawl_1981_geometry,0.0
ML_southg_2001,South Garo Hills,2001,ML_southg_2001_geometry,0.0
MH_sindhu_1991,Sindhudurg,1991,MH_sindhu_1991_geometry,0.0
JK_anantn_1961,Anantnag,2001,JK_anantn_1961_geometry,0.0
JK_srinag_1961,Srinagar,1961,JK_srinag_1961_geometry,0.0
TR_southt_1971,South Tripura,1971,TR_southt_1971_geometry,0.0
CG_surguj_1991,Surguja,2011,CG_surguj_1991_geometry,0.0
GJ_bhavna_1951,Bhavnagar,1961,GJ_bhavna_1951_geometry,0.0
WB_kochbi_1971,Koch Bihar,1981,WB_kochbi_1971_geometry,0.0
MZ_mizora_1951,Mizoram,1971,MZ_mizora_1951_geometry,0.0
MN_manipu_1951,Manipur North,1971,MN_manipu_1951_geometry,0.0
GJ_baroda_1961,Baroda,1961,GJ_baroda_1961_geometry,0.0
BR_munger_1981,Munger,1991,BR_munger_1981_geometry,0.0
MP_gird_1951,Gird,1951,MP_gird_1951_geometry,0.0
CG_dantew_2001,Dantewada,2001,CG_dantew_2001_geometry,0.0
MZ_chhimt_1981,Chhimtuipui,1991,MZ_chhimt_1981_geometry,0.0
MN_tengno_1951,Chandel,2011,MN_tengno_1951_geometry,0.0
MP_khandw_1961,East Nimar,1961,MP_khandw_1961_geometry,0.0
MN_pherza_2024,Pherzawl,2024,MN_pherza_2024_geometry,0.0
MH_bhir_1971,Bhir,1971,MH_bhir_1971_geometry,0.0
UP_hathra_2001,Hathras,2001,UP_hathra_2001_geometry,0.0
KL_thriss_1951,Trichur,1951,KL_thriss_1951_geometry,0.0
MN_manipu_1951,Manipur North,1981,MN_manipu_1951_geometry,0.0
UP_etawah_1991,Etawah,2011,UP_etawah_1991_geometry,0.0
MP_agarma_2024,Agar-Malwa,2024,MP_agarma_2024_geometry,0.0
BR_vaisha_1981,Vaishali,1981,BR_vaisha_1981_geometry,0.0
CG_bastar_1991,Bastar,2001,CG_bastar_1991_geometry,0.0
AS_tinsuk_1991,Tinsukia,1991,AS_tinsuk_1991_geometry,0.0
UP_hapurp_2024,Hapur (Panchsheel Nagar),2024,UP_hapurp_2024_geometry,0.0
UP_balram_2001,Balrampur,2001,UP_balram_2001_geometry,0.0
UP_hathra_2001,Hathras,2024,UP_hathra_2001_geometry,0.0
PB_srimuk_2001,Muktsar,2011,PB_srimuk_2001_geometry,0.0
HP_shimla_1961,Shimla,1981,HP_shimla_1961_geometry,0.0
AR_lowers_1981,Lower Subansiri,2011,AR_lowers_1981_geometry,0.0
BR_sahars_1981,Saharsa,1981,BR_sahars_1981_geometry,0.0
AP_vizian_1981,Vizianagaram,1981,AP_vizian_1981_geometry,0.0
AP_parvat_2024,Parvathipuram Manyam,2024,AP_parvat_2024_geometry,0.0
UP_mahara_1991,Maharajganj,1991,UP_mahara_1991_geometry,0.0
SK_southd_1981,South District,1981,SK_southd_1981_geometry,0.0
DL_southe_2024,South East,2024,DL_southe_2024_geometry,0.0
WB_medini_1951,Medinipur,2001,WB_medini_1951_geometry,0.0
UP_kanpur_1951,Kanpur Dehat,1991,UP_kanpur_1951_geometry,0.0
MN_manipu_1951,Manipur West,1971,MN_manipu_1951_geometry,0.0
TG_jagtia_2024,Jagtial,2024,TG_jagtia_2024_geometry,0.0
HP_hamirp_1981,Hamirpur,1981,HP_hamirp_1981_geometry,0.0
AP_kakina_2024,Kakinada,2024,AP_kakina_2024_geometry,0.0
NL_tsemin_2024,Tseminyü,2024,NL_tsemin_2024_geometry,0.0
TN_thiruv_1951,Trivandrum,1951,TN_thiruv_1951_geometry,0.0
NC_south_2001,South,2001,NC_south_2001_geometry,0.0
KA_chikma_2011,Chikmagalur,2011,KA_chikma_2011_geometry,0.0
HR_hisar_1951,Hisar,1991,HR_hisar_1951_geometry,0.0
AR_eastsi_1981,East Siang,2011,AR_eastsi_1981_geometry,0.0
KL_palgha_1961,Palghat,1981,KL_palgha_1961_geometry,0.0
RJ_jalore_1951,Jalor,1961,RJ_jalore_1951_geometry,0.0
KA_dharwa_1971,Dharwad,1991,KA_dharwa_1971_geometry,0.0
MZ_kolasi_2001,Kolasib,2001,MZ_kolasi_2001_geometry,0.0
TN_tirupa_2024,Tirupattur,2024,TN_tirupa_2024_geometry,0.0
HP_lahula_1971,Lahul and Spiti,1971,HP_lahula_1971_geometry,0.0
BR_champa_1971,Champaran,1971,BR_champa_1971_geometry,0.0
AP_kadapa_2001,Cuddapah,2001,AP_kadapa_2001_geometry,0.0
TN_cuddal_1991,Cuddalore,2001,TN_cuddal_1991_geometry,0.0
CG_surguj_1991,Surguja,1991,CG_surguj_1991_geometry,0.0
UP_bhadoh_2001,Sant Ravidas Nagar (Bhadohi),2011,UP_bhadoh_2001_geometry,0.0
UP_baraba_1991,Bara Banki,2011,UP_baraba_1991_geometry,0.0
GJ_bharuc_1961,Bharuch,1991,GJ_bharuc_1961_geometry,0.0
AS_karbia_1981,Karbi Anglong,1981,AS_karbia_1981_geometry,0.0
BR_purbac_1981,Purba Champaran,1981,BR_purbac_1981_geometry,0.0
UK_nainit_1971,Naini Tal,1971,UK_nainit_1971_geometry,0.0
AS_charai_2024,Charaideo,2024,AS_charai_2024_geometry,0.0
UP_kushin_2001,Kushinagar,2001,UP_kushin_2001_geometry,0.0
JH_lohard_1991,Lohardaga,1991,JH_lohard_1991_geometry,0.0
UP_prayag_2024,Prayagraj,2024,UP_prayag_2024_geometry,0.0
WB_southt_1991,South Twenty Four Parganas,1991,WB_southt_1991_geometry,0.0
TG_rangar_1981,Rangareddy,2011,TG_rangar_1981_geometry,0.0
KA_bangal_1981,Bangalore Rural,2001,KA_bangal_1981_geometry,0.0
UK_tehri_1951,Tehri Garhwal,1951,UK_tehri_1951_geometry,0.0
AR_lepara_2024,Lepa - Rada,2024,AR_lepara_2024_geometry,0.0
MN_imphal_1991,Imphal East,2011,MN_imphal_1991_geometry,0.0
MP_neemuc_2001,Neemuch,2001,MP_neemuc_2001_geometry,0.0
KL_palakk_1991,Palakkad,1991,KL_palakk_1991_geometry,0.0
AR_eastsi_1981,East Siang,1981,AR_eastsi_1981_geometry,0.0
AP_ntr_2024,NTR,2024,AP_ntr_2024_geometry,0.0
TG_hydera_1971,Hyderabad,1971,TG_hydera_1971_geometry,0.0
MH_dharas_1981,Dharashiv,2024,MH_dharas_1981_geometry,0.0
AR_eastka_1981,East Kameng,2011,AR_eastka_1981_geometry,0.0
AP_vizaga_1951,Vizagapatnam,1951,AP_vizaga_1951_geometry,0.0
TN_mayila_2024,Mayiladuthurai,2024,TN_mayila_2024_geometry,0.0
BR_gaya_1971,Gaya,1971,BR_gaya_1971_geometry,0.0
UP_kanpur_1951,Kanpur Nagar,1991,UP_kanpur_1951_geometry,0.0
BR_sheikh_2001,Sheikhpura,2001,BR_sheikh_2001_geometry,0.0
KL_pathan_1991,Pathanamthitta,1991,KL_pathan_1991_geometry,0.0
UP_allaha_1951,Allahabad,1991,UP_allaha_1951_geometry,0.0
AS_darran_1981,Darrang,1981,AS_darran_1981_geometry,0.0
BR_kishan_1991,Kishanganj,1991,BR_kishan_1991_geometry,0.0
TR_northt_1971,North Tripura,1991,TR_northt_1971_geometry,0.0
PB_rupnag_1981,Rupnagar,2001,PB_rupnag_1981_geometry,0.0
TN_pasump_1991,Pasumpon Muthuramalinga Thevar,1991,TN_pasump_1991_geometry,0.0
CG_uttarb_2011,Uttar Bastar Kanker,2011,CG_uttarb_2011_geometry,0.0
TN_peramb_2001,Perambalur,2001,TN_peramb_2001_geometry,0.0
TN_thooth_2001,Thoothukkudi,2011,TN_thooth_2001_geometry,0.0
MZ_aizawl_1981,Aizawl,1981,MZ_aizawl_1981_geometry,0.0
AP_visakh_1961,Visakhapatnam,1991,AP_visakh_1961_geometry,0.0
CG_mahasa_2001,Mahasamund,2001,CG_mahasa_2001_geometry,0.0
RJ_jhunjh_1961,Jhunjhunu,1961,RJ_jhunjh_1961_geometry,0.0
SK_east_2001,East,2001,SK_east_2001_geometry,0.0
NL_zunheb_1981,Zunheboto,1981,NL_zunheb_1981_geometry,0.0
MP_khandw_1961,Khandwa (East Nimar),2011,MP_khandw_1961_geometry,0.0
PB_malerk_2024,Malerkotla,2024,PB_malerk_2024_geometry,0.0
HR_farida_1981,Faridabad,2001,HR_farida_1981_geometry,0.0
JH_giridi_1981,Giridih,1991,JH_giridi_1981_geometry,0.0
JK_badgam_1981,Badgam,1981,JK_badgam_1981_geometry,0.0
WB_uttard_2001,Uttar Dinajpur,2001,WB_uttard_2001_geometry,0.0
MP_khargo_1961,West Nimar,2001,MP_khargo_1961_geometry,0.0
MZ_chhimt_1981,Chhimtuipui,1981,MZ_chhimt_1981_geometry,0.0
JH_kodarm_2001,Kodarma,2001,JH_kodarm_2001_geometry,0.0
TG_adilab_2011,Adilabad,2011,TG_adilab_2011_geometry,0.0
GJ_valsad_1971,Valsad,1971,GJ_valsad_1971_geometry,0.0
AR_dibang_1981,Dibang Valley,1981,AR_dibang_1981_geometry,0.0
HP_lahaul_1961,Lahaul and Spiti,1961,HP_lahaul_1961_geometry,0.0
UP_gonda_1991,Gonda,1991,UP_gonda_1991_geometry,0.0
NL_kiphir_2011,Kiphire,2011,NL_kiphir_2011_geometry,0.0
KA_bijapu_1991,Bijapur,2011,KA_bijapu_1991_geometry,0.0
PB_bhatin_1951,Bhatinda,1971,PB_bhatin_1951_geometry,0.0
TN_nilgir_1951,Nilgiris,1951,TN_nilgir_1951_geometry,0.0
OD_nabara_2001,Nabarangapur,2001,OD_nabara_2001_geometry,0.0
AS_kamrup_1981,Kamrup,2001,AS_kamrup_1981_geometry,0.0
JK_samba_2011,Samba,2011,JK_samba_2011_geometry,0.0
JH_bokaro_2001,Bokaro,2001,JH_bokaro_2001_geometry,0.0
AR_kamle_2024,Kamle,2024,AR_kamle_2024_geometry,0.0
CG_koriya_2001,Koriya,2001,CG_koriya_2001_geometry,0.0
AP_vishak_1981,Vishakhapatnam,1981,AP_vishak_1981_geometry,0.0
NL_dimapu_2001,Dimapur,2001,NL_dimapu_2001_geometry,0.0
MP_vidish_1961,Vidisha,1961,MP_vidish_1961_geometry,0.0
CG_mungel_2024,Mungeli,2024,CG_mungel_2024_geometry,0.0
OD_debaga_2001,Debagarh,2001,OD_debaga_2001_geometry,0.0
TG_mulugu_2024,Mulugu,2024,TG_mulugu_2024_geometry,0.0
OD_baudh_1951,Baudh,2001,OD_baudh_1951_geometry,0.0
TN_thiruv_1951,Thiruvarur,2001,TN_thiruv_1951_geometry,0.0
AS_dhubur_1991,Dhuburi,1991,AS_dhubur_1991_geometry,0.0
HP_sirmur_1951,Sirmur,1961,HP_sirmur_1951_geometry,0.0
JK_poonch_1961,Poonch,1961,JK_poonch_1961_geometry,0.0
WB_barddh_1951,Burdwan,1971,WB_barddh_1951_geometry,0.0
GJ_bharuc_1961,Bharuch,1971,GJ_bharuc_1961_geometry,0.0
JH_hazari_1971,Hazaribag,1981,JH_hazari_1971_geometry,0.0
GJ_chhota_2024,Chhota Udepur,2024,GJ_chhota_2024_geometry,0.0
KA_dharwa_1971,Dharwad,1981,KA_dharwa_1971_geometry,0.0
HR_mahend_1951,Mahendragarh,1961,HR_mahend_1951_geometry,0.0
TN_cuddal_1991,South Arcot,1991,TN_cuddal_1991_geometry,0.0
MH_ahmedn_1951,Ahmadnagar,1981,MH_ahmedn_1951_geometry,0.0
MP_mandla_1991,Mandla,1991,MP_mandla_1991_geometry,0.0
TN_namakk_2001,Namakkal,2001,TN_namakk_2001_geometry,0.0
PB_sangru_1951,Sangrur,2001,PB_sangru_1951_geometry,0.0
KL_alappu_1961,Alleppey,1981,KL_alappu_1961_geometry,0.0
UP_azamga_1981,Azamgarh,1981,UP_azamga_1981_geometry,0.0
AS_nalbar_1991,Nalbari,2001,AS_nalbar_1991_geometry,0.0
AS_mariga_1991,Marigaon,2001,AS_mariga_1991_geometry,0.0
TR_unakot_2024,Unakoti,2024,TR_unakot_2024_geometry,0.0
BR_aurang_1981,Aurangabad,1981,BR_aurang_1981_geometry,0.0
MZ_champh_2001,Champhai,2001,MZ_champh_2001_geometry,0.0
MP_annupu_2011,Annupur,2011,MP_annupu_2011_geometry,0.0
AN_southa_2011,South Andaman,2011,AN_southa_2011_geometry,0.0
NL_peren_2011,Peren,2011,NL_peren_2011_geometry,0.0
MP_damoh_1961,Damoh,1961,MP_damoh_1961_geometry,0.0
MZ_saiha_2001,Saiha,2001,MZ_saiha_2001_geometry,0.0
WB_hugli_1981,Hugli,1981,WB_hugli_1981_geometry,0.0
MZ_champh_2001,Champhai,2011,MZ_champh_2001_geometry,0.0
JK_jammu_1961,Jammu,1961,JK_jammu_1961_geometry,0.0
PB_firozp_1951,Firozpur,2011,PB_firozp_1951_geometry,0.0
NL_kohima_1951,Kohima,1991,NL_kohima_1951_geometry,0.0
KA_belgau_2011,Belgavi,2024,KA_belgau_2011_geometry,0.0
JK_kishtw_2011,Kishtwar,2011,JK_kishtw_2011_geometry,0.0
KA_tumaku_2011,Tumakuru,2024,KA_tumaku_2011_geometry,0.0
AS_kokraj_1991,Kokrajhar,1991,AS_kokraj_1991_geometry,0.0
JH_hazari_1971,Hazaribagh,2011,JH_hazari_1971_geometry,0.0
JH_simdeg_2011,Simdega,2011,JH_simdeg_2011_geometry,0.0
CG_gaurel_2024,Gaurela-Pendra-Marwahi,2024,CG_gaurel_2024_geometry,0.0
JK_punch_1971,Punch,1971,JK_punch_1971_geometry,0.0
AP_westgo_2011,West Godavari,2011,AP_westgo_2011_geometry,0.0
GJ_panchm_1951,Panch Mahals,1991,GJ_panchm_1951_geometry,0.0
UP_meerut_1951,Meerut,1991,UP_meerut_1951_geometry,0.0
UK_nainit_1971,Nainital,1981,UK_nainit_1971_geometry,0.0
MH_yavatma_1981,Yavatmal,1981,MH_yavatma_1981_geometry,0.0
DL_northw_2001,North West,2001,DL_northw_2001_geometry,0.0
DA_dadra_2001,Dadra and Nagar Haveli,2001,DA_dadra_2001_geometry,0.0
GA_northg_1991,North Goa,1991,GA_northg_1991_geometry,0.0
BR_shahab_1971,Shahabad,1971,BR_shahab_1971_geometry,0.0
OD_kalaha_1991,Kalahandi,1991,OD_kalaha_1991_geometry,0.0
WB_kolkat_1951,Calcutta,1991,WB_kolkat_1951_geometry,0.0
UP_baraba_1991,Bara Banki,1991,UP_baraba_1991_geometry,0.0
HR_guruga_1951,Gurgaon,2011,HR_guruga_1951_geometry,0.0
TG_vikara_2024,Vikarabad,2024,TG_vikara_2024_geometry,0.0
MZ_saitua_2024,Saitual,2024,MZ_saitua_2024_geometry,0.0
JH_giridi_1981,Giridih,1981,JH_giridi_1981_geometry,0.0
HR_sirsa_1981,Sirsa,1981,HR_sirsa_1981_geometry,0.0
DL_northw_2001,North West,2011,DL_northw_2001_geometry,0.0
GJ_kutch_1971,Kutch,1971,GJ_kutch_1971_geometry,0.0
AR_lowers_1981,Lower Subansiri,2001,AR_lowers_1981_geometry,0.0
HP_mahasu_1951,Mahasu,1951,HP_mahasu_1951_geometry,0.0
ML_ekhasi_1971,United Khasi and Jaintia Hills,1971,ML_ekhasi_1971_geometry,0.0
MH_parbha_1991,Parbhani,1991,MH_parbha_1991_geometry,0.0
TN_periya_1981,Periyar,1991,TN_periya_1981_geometry,0.0
OD_dhenka_1991,Dhenkanal,1991,OD_dhenka_1991_geometry,0.0
KA_bellar_2011,Bellary,2011,KA_bellar_2011_geometry,0.0
BR_bhojpu_1981,Bhojpur,1981,BR_bhojpu_1981_geometry,0.0
MH_thane_1971,Thane,2011,MH_thane_1971_geometry,0.0
JH_garhwa_2001,Garhwa,2001,JH_garhwa_2001_geometry,0.0
KA_mysuru_1991,Mysore,2011,KA_mysuru_1991_geometry,0.0
UP_banda_1991,Banda,1991,UP_banda_1991_geometry,0.0
RJ_jaipur_1951,Jaipur,1991,RJ_jaipur_1951_geometry,0.0
PB_firozp_1951,Firozpur,1971,PB_firozp_1951_geometry,0.0
KA_uttark_1951,Uttara Kannada,1991,KA_uttark_1951_geometry,0.0
JH_ranchi_1981,Ranchi,1981,JH_ranchi_1981_geometry,0.0
SK_east_2001,East,2011,SK_east_2001_geometry,0.0
